Study ID,Site ID,Location,Latitude,Longitude,Habitat,Taxa,Taxonimic Level,Taxon Richness,SE (if mean),SD (if mean),Taxon Rarefied Richness,Abundance,Sampled Area,Sampled Area Units,Number of samples,Habitat Area,Habitat Area Units,Habitat Age,NOTES,SR~AREA SLOPE,SR~AREA SE,Equation for slope_Area,SR~TIME SLOPE,SR~TIME SE,Equation for slope_Time
2004_Helden 2,Mill lane slip road,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Plants,Species,36,,,,,0.2,m2,4,7118,m2,,Table1,,,,,,
2004_Helden 2,Downshire way,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Plants,Species,25,,,,,0.2,m2,4,2113,m2,,Table1,,,,,,
2004_Helden 2,Twin bridges roundabout south,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Plants,Species,30,,,,,0.2,m2,4,2774,m2,,Table1,,,,,,
2004_Helden 2,Twin bridges roundabout north,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Plants,Species,30,,,,,0.2,m2,4,1419,m2,,Table1,,,,,,
2004_Helden 2,The point roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Plants,Species,10,,,,,0.2,m2,4,356,m2,,Table1,,,,,,
2004_Helden 2,3 M roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Plants,Species,27,,,,,0.2,m2,4,3963,m2,,Table1,,,,,,
2004_Helden 2,Arlington roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Plants,Species,12,,,,,0.2,m2,4,931,m2,,Table1,,,,,,
2004_Helden 3,Baldocks roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Aboreal Hemiptera,Species,0,,,,0,0.2,m2,4,401,m2,,Table1,,,,,,
2004_Helden 3,Running horse roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Aboreal Hemiptera,Species,2,,,,2,0.2,m2,4,1581,m2,,Table1,,,,,,
2004_Helden 3,Eastern road roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Aboreal Hemiptera,Species,3,,,,7,0.2,m2,4,1397,m2,,Table1,,,,,,
2004_Helden 3,Meteorological office roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Aboreal Hemiptera,Species,10,,,,17,0.2,m2,4,5667,m2,,Table1,,,,,,
2004_Helden 3,Bracknell station roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Aboreal Hemiptera,Species,14,,,,31,0.2,m2,4,2277,m2,,Table1,,,,,,
2004_Helden 3,Broad lane roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Aboreal Hemiptera,Species,12,,,,84,0.2,m2,4,4132,m2,,Table1,,,,,,
2004_Helden 3,Bill hill,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Aboreal Hemiptera,Species,28,,,,80,0.2,m2,4,13029,m2,,Table1,,,,,,
2004_Helden 3,Bracknell sports centre roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Aboreal Hemiptera,Species,12,,,,32,0.2,m2,4,2115,m2,,Table1,,,,,,
2004_Helden 3,Hanworth roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Aboreal Hemiptera,Species,7,,,,37,0.2,m2,4,2165,m2,,Table1,,,,,,
2004_Helden 3,Mill pond roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Aboreal Hemiptera,Species,10,,,,11,0.2,m2,4,2050,m2,,Table1,,,,,,
2004_Helden 3,Mill pond park,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Aboreal Hemiptera,Species,32,,,,127,0.2,m2,4,26109,m2,,Table1,,,,,,
2004_Helden 3,Mill lane slip road,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Aboreal Hemiptera,Species,0,,,,0,0.2,m2,4,7118,m2,,Table1,,,,,,
2004_Helden 3,Downshire way,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Aboreal Hemiptera,Species,12,,,,70,0.2,m2,4,2113,m2,,Table1,,,,,,
2004_Helden 3,Twin bridges roundabout south,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Aboreal Hemiptera,Species,2,,,,2,0.2,m2,4,2774,m2,,Table1,,,,,,
2004_Helden 3,Twin bridges roundabout north,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Aboreal Hemiptera,Species,9,,,,28,0.2,m2,4,1419,m2,,Table1,,,,,,
2004_Helden 3,The point roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Aboreal Hemiptera,Species,0,,,,0,0.2,m2,4,356,m2,,Table1,,,,,,
2004_Helden 3,3 M roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Aboreal Hemiptera,Species,9,,,,31,0.2,m2,4,3963,m2,,Table1,,,,,,
2004_Helden 3,Arlington roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Aboreal Hemiptera,Species,2,,,,2,0.2,m2,4,931,m2,,Table1,,,,,,
2004_Helden 4,Baldocks roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Grassland Hemiptera,Species,6,,,,10,0.2,m2,4,401,m2,,Table1,,,,,,
2004_Helden 4,Running horse roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Grassland Hemiptera,Species,17,,,,91,0.2,m2,4,1581,m2,,Table1,,,,,,
2004_Helden 4,Eastern road roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Grassland Hemiptera,Species,1,,,,1,0.2,m2,4,1397,m2,,Table1,,,,,,
2004_Helden 4,Meteorological office roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Grassland Hemiptera,Species,15,,,,57,0.2,m2,4,5667,m2,,Table1,,,,,,
2004_Helden 4,Bracknell station roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Grassland Hemiptera,Species,5,,,,10,0.2,m2,4,2277,m2,,Table1,,,,,,
2004_Helden 4,Broad lane roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Grassland Hemiptera,Species,3,,,,3,0.2,m2,4,4132,m2,,Table1,,,,,,
2004_Helden 4,Bill hill,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Grassland Hemiptera,Species,10,,,,64,0.2,m2,4,13029,m2,,Table1,,,,,,
2004_Helden 4,Bracknell sports centre roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Grassland Hemiptera,Species,2,,,,5,0.2,m2,4,2115,m2,,Table1,,,,,,
2004_Helden 4,Hanworth roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Grassland Hemiptera,Species,4,,,,7,0.2,m2,4,2165,m2,,Table1,,,,,,
2004_Helden 4,Mill pond roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Grassland Hemiptera,Species,7,,,,31,0.2,m2,4,2050,m2,,Table1,,,,,,
2004_Helden 4,Mill pond park,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Grassland Hemiptera,Species,13,,,,46,0.2,m2,4,26109,m2,,Table1,,,,,,
2004_Helden 4,Mill lane slip road,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Grassland Hemiptera,Species,14,,,,37,0.2,m2,4,7118,m2,,Table1,,,,,,
2004_Helden 4,Downshire way,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Grassland Hemiptera,Species,16,,,,149,0.2,m2,4,2113,m2,,Table1,,,,,,
2004_Helden 4,Twin bridges roundabout south,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Grassland Hemiptera,Species,10,,,,51,0.2,m2,4,2774,m2,,Table1,,,,,,
2004_Helden 4,Twin bridges roundabout north,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Grassland Hemiptera,Species,2,,,,3,0.2,m2,4,1419,m2,,Table1,,,,,,
2004_Helden 4,The point roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Grassland Hemiptera,Species,0,,,,0,0.2,m2,4,356,m2,,Table1,,,,,,
2004_Helden 4,3 M roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Grassland Hemiptera,Species,5,,,,8,0.2,m2,4,3963,m2,,Table1,,,,,,
2004_Helden 4,Arlington roundabout,Bracknell,51d23m00sN,0d43m00sW,amenity grass/turf,Grassland Hemiptera,Species,4,,,,6,0.2,m2,4,931,m2,,Table1,,,,,,
2003_Thompson 1,Acid grassland,Sheffield,53.38,-1.47,acid grassland (heath),Plants,Species,49,,,,,120,m2,1,,,,Table 2,,,,,,
2003_Thompson 1,Acid woodland,Sheffield,53.38,-1.47,broadleaved woodland,Plants,Species,106,,,,,120,m2,1,,,,Table 2,,,,,,
2003_Thompson 1,Derelict land 1,Birmingham,52.48,-1.89,Unsure/Not Clear,Plants,Species,169,,,,,120,m2,1,,,,Table 2,,,,,,
2003_Thompson 1,Derelict land 2,Birmingham,52.48,-1.89,Unsure/Not Clear,Plants,Species,176,,,,,120,m2,1,,,,Table 2,,,,,,
2003_Thompson 1,Derelict land 3,Birmingham,52.48,-1.89,Unsure/Not Clear,Plants,Species,166,,,,,120,m2,1,,,,Table 2,,,,,,
2003_Thompson 1,Gardens,Sheffield,53.38,-1.47,amenity grass/turf,Plants,Species,438,,,,,120,m2,1,,,,Table 2,,,,,,
2003_Thompson 1,Limestone grassland,Sheffield,53.38,-1.47,chalk grassland,Plants,Species,179,,,,,120,m2,1,,,,Table 2,,,,,,
2003_Thompson 1,Scrub,Sheffield,53.38,-1.47,Not present in NHM,Plants,Species,137,,,,,120,m2,1,,,,Table 2,,,,,,
2000_Linton 1,M1,Hull,53.74,-0.33,ponds,Plants,Species,10,,,,,,,,0.075,ha,,Figure2&Table1,,,,,,
2000_Linton 1,M2,Hull,53.74,-0.33,ponds,Plants,Species,11,,,,,,,,0.073,ha,,Figure2&Table1,,,,,,
2000_Linton 1,M3,Hull,53.74,-0.33,ponds,Plants,Species,0,,,,,,,,0.1,ha,,Figure2&Table1,,,,,,
2000_Linton 1,M4,Hull,53.74,-0.33,ponds,Plants,Species,3,,,,,,,,0.057,ha,,Figure2&Table1,,,,,,
2000_Linton 1,M5,Hull,53.74,-0.33,ponds,Plants,Species,11,,,,,,,,0.271,ha,,Figure2&Table1,,,,,,
2000_Linton 1,V1,Hull,53.74,-0.33,ponds,Plants,Species,10,,,,,,,,0.004,ha,,Figure2&Table1,,,,,,
2000_Linton 1,V2,Hull,53.74,-0.33,ponds,Plants,Species,2,,,,,,,,0.01,ha,,Figure2&Table1,,,,,,
2000_Linton 1,V3,Hull,53.74,-0.33,ponds,Plants,Species,15,,,,,,,,0.089,ha,,Figure2&Table1,,,,,,
2000_Linton 1,V4,Hull,53.74,-0.33,ponds,Plants,Species,2,,,,,,,,0.17,ha,,Figure2&Table1,,,,,,
2000_Linton 1,V5,Hull,53.74,-0.33,ponds,Plants,Species,14,,,,,,,,0.081,ha,,Figure2&Table1,,,,,,
2000_Linton 1,V6,Hull,53.74,-0.33,ponds,Plants,Species,1,,,,,,,,0.182,ha,,Figure2&Table1,,,,,,
2000_Linton 1,V7,Hull,53.74,-0.33,ponds,Plants,Species,0,,,,,,,,0.239,ha,,Figure2&Table1,,,,,,
2000_Linton 1,V8,Hull,53.74,-0.33,ponds,Plants,Species,9,,,,,,,,0.154,ha,,Figure2&Table1,,,,,,
2000_Linton 1,V9,Hull,53.74,-0.33,ponds,Plants,Species,0,,,,,,,,0.073,ha,,Figure2&Table1,,,,,,
2000_Linton 1,V10,Hull,53.74,-0.33,ponds,Plants,Species,10,,,,,,,,0.077,ha,,Figure2&Table1,,,,,,
2000_Linton 1,V11,Hull,53.74,-0.33,ponds,Plants,Species,2,,,,,,,,0.388,ha,,Figure2&Table1,,,,,,
2000_Linton 1,V12,Hull,53.74,-0.33,ponds,Plants,Species,9,,,,,,,,0.061,ha,,Figure2&Table1,,,,,,
2000_Linton 1,GP1,Hull,53.74,-0.33,ponds,Plants,Species,9,,,,,,,,0.206,ha,,Figure2&Table1,,,,,,
2000_Linton 1,GP2,Hull,53.74,-0.33,ponds,Plants,Species,12,,,,,,,,3.193,ha,,Figure2&Table1,,,,,,
2000_Linton 1,GP3,Hull,53.74,-0.33,ponds,Plants,Species,18,,,,,,,,1.625,ha,,Figure2&Table1,,,,,,
2000_Linton 1,GP4,Hull,53.74,-0.33,ponds,Plants,Species,23,,,,,,,,2.277,ha,,Figure2&Table1,,,,,,
2000_Linton 1,GP5,Hull,53.74,-0.33,ponds,Plants,Species,14,,,,,,,,0.898,ha,,Figure2&Table1,,,,,,
2000_Linton 1,GP6,Hull,53.74,-0.33,ponds,Plants,Species,15,,,,,,,,2.095,ha,,Figure2&Table1,,,,,,
2000_Linton 1,GP7,Hull,53.74,-0.33,ponds,Plants,Species,10,,,,,,,,0.179,ha,,Figure2&Table1,,,,,,
2000_Linton 1,GP8,Hull,53.74,-0.33,ponds,Plants,Species,4,,,,,,,,0.35,ha,,Figure2&Table1,,,,,,
2000_Linton 1,GP9,Hull,53.74,-0.33,ponds,Plants,Species,9,,,,,,,,0.15,ha,,Figure2&Table1,,,,,,
2000_Linton 1,GP10,Hull,53.74,-0.33,ponds,Plants,Species,5,,,,,,,,0.07,ha,,Figure2&Table1,,,,,,
2000_Linton 1,GP11,Hull,53.74,-0.33,ponds,Plants,Species,7,,,,,,,,1.075,ha,,Figure2&Table1,,,,,,
2000_Linton 1,CP1,Hull,53.74,-0.33,ponds,Plants,Species,9,,,,,,,,0.5,ha,,Figure2&Table1,,,,,,
2000_Linton 1,CP2,Hull,53.74,-0.33,ponds,Plants,Species,13,,,,,,,,0.1,ha,,Figure2&Table1,,,,,,
2000_Linton 1,CP3,Hull,53.74,-0.33,ponds,Plants,Species,14,,,,,,,,0.089,ha,,Figure2&Table1,,,,,,
2000_Linton 1,CP4,Hull,53.74,-0.33,ponds,Plants,Species,14,,,,,,,,0.278,ha,,Figure2&Table1,,,,,,
2000_Linton 1,CP5,Hull,53.74,-0.33,ponds,Plants,Species,12,,,,,,,,0.457,ha,,Figure2&Table1,,,,,,
2000_Linton 1,CP6,Hull,53.74,-0.33,ponds,Plants,Species,26,,,,,,,,0.737,ha,,Figure2&Table1,,,,,,
2000_Linton 1,CP7,Hull,53.74,-0.33,ponds,Plants,Species,16,,,,,,,,0.36,ha,,Figure2&Table1,,,,,,
2000_Linton 1,CP8,Hull,53.74,-0.33,ponds,Plants,Species,8,,,,,,,,1.619,ha,,Figure2&Table1,,,,,,
2000_Linton 1,CP9,Hull,53.74,-0.33,ponds,Plants,Species,9,,,,,,,,0.457,ha,,Figure2&Table1,,,,,,
2000_Linton 1,BP1,Hull,53.74,-0.33,ponds,Plants,Species,21,,,,,,,,0.275,ha,,Figure2&Table1,,,,,,
2000_Linton 1,BP2,Hull,53.74,-0.33,ponds,Plants,Species,22,,,,,,,,0.025,ha,,Figure2&Table1,,,,,,
2000_Linton 1,BP3,Hull,53.74,-0.33,ponds,Plants,Species,25,,,,,,,,0.28,ha,,Figure2&Table1,,,,,,
2000_Linton 1,BP4,Hull,53.74,-0.33,ponds,Plants,Species,7,,,,,,,,1.158,ha,,Figure2&Table1,,,,,,
2000_Linton 1,BP5,Hull,53.74,-0.33,ponds,Plants,Species,14,,,,,,,,1.91,ha,,Figure2&Table1,,,,,,
2000_Linton 1,BP6,Hull,53.74,-0.33,ponds,Plants,Species,10,,,,,,,,0.405,ha,,Figure2&Table1,,,,,,
2000_Linton 1,BP7,Hull,53.74,-0.33,ponds,Plants,Species,6,,,,,,,,0.138,ha,,Figure2&Table1,,,,,,
2000_Linton 1,BP8,Hull,53.74,-0.33,ponds,Plants,Species,3,,,,,,,,1.076,ha,,Figure2&Table1,,,,,,
2000_Linton 1,BP9,Hull,53.74,-0.33,ponds,Plants,Species,2,,,,,,,,0.299,ha,,Figure2&Table1,,,,,,
2000_Linton 1,BP10,Hull,53.74,-0.33,ponds,Plants,Species,13,,,,,,,,1.281,ha,,Figure2&Table1,,,,,,
2000_Linton 1,MISC1,Hull,53.74,-0.33,ponds,Plants,Species,3,,,,,,,,0.003,ha,,Figure2&Table1,,,,,,
2000_Linton 1,MISC2,Hull,53.74,-0.33,ponds,Plants,Species,9,,,,,,,,0.025,ha,,Figure2&Table1,,,,,,
2000_Linton 1,MISC3,Hull,53.74,-0.33,ponds,Plants,Species,9,,,,,,,,0.066,ha,,Figure2&Table1,,,,,,
2000_Linton 1,MISC4,Hull,53.74,-0.33,ponds,Plants,Species,11,,,,,,,,0.053,ha,,Figure2&Table1,,,,,,
2000_Linton 1,MISC5,Hull,53.74,-0.33,ponds,Plants,Species,9,,,,,,,,0.186,ha,,Figure2&Table1,,,,,,
2000_Linton 1,MISC6,Hull,53.74,-0.33,ponds,Plants,Species,14,,,,,,,,0.519,ha,,Figure2&Table1,,,,,,
2000_Linton 1,MISC7,Hull,53.74,-0.33,ponds,Plants,Species,10,,,,,,,,0.021,ha,,Figure2&Table1,,,,,,
2000_Linton 1,MISC8,Hull,53.74,-0.33,ponds,Plants,Species,16,,,,,,,,0.085,ha,,Figure2&Table1,,,,,,
2000_Linton 1,MISC9,Hull,53.74,-0.33,ponds,Plants,Species,5,,,,,,,,0.158,ha,,Figure2&Table1,,,,,,
2000_Linton 1,MISC10,Hull,53.74,-0.33,ponds,Plants,Species,10,,,,,,,,0.086,ha,,Figure2&Table1,,,,,,
2013_Scriven 1,Flower Rich,Lynemouth,55.2016,-1.5396,neutral grassland,Inverts,Species,4.349,,,,7.437,1,m2,1,0.55,ha,,Table1&Figure1,,,,,,
2013_Scriven 1,Mown Grassland,Lynemouth,55.2016,-1.5396,amenity grass/turf,Inverts,Species,4.79,,,,11.723,1,m2,1,0.3,ha,,Table1&Figure1,,,,,,
2013_Scriven 1,New Hedge,Lynemouth,55.2016,-1.5396,species-rich hedgerow,Inverts,Species,6.176,,,,16.197,1,m2,1,0.2,ha,,Table1&Figure1,,,,,,
2013_Scriven 1,Old Hedge,Lynemouth,55.2016,-1.5396,species-poor hedgerow,Inverts,Species,5.42,,,,24.643,1,m2,1,0.2,ha,,Table1&Figure1,,,,,,
2013_Scriven 1,Plantation Woodland,Lynemouth,55.2016,-1.5396,broadleaved woodland,Inverts,Species,4.286,,,,12.416,1,m2,1,0.62,ha,,Table1&Figure1,,,,,,
2013_Scriven 1,Pond,Lynemouth,55.2016,-1.5396,marginal vegetation (pond edge),Inverts,Species,7.941,,,,25.903,1,m2,1,0.5,ha,,Table1&Figure1,,,,,,
2013_Scriven 1,Ridge and Furrow Grassland,Lynemouth,55.2016,-1.5396,neutral grassland,Inverts,Species,7.122,,,,21.618,1,m2,1,0.6,ha,,Table1&Figure1,,,,,,
2013_Scriven 1,Woodhorn Woodland,Lynemouth,55.2016,-1.5396,broadleaved woodland,Inverts,Species,3.403,,,,10.714,1,m2,1,0.55,ha,,Table1&Figure1,,,,,,
2008_Hartley 1,CF,Liverpool,53.4,-2.99,acid grassland (heath),Earthworms,Species,,,,,420,0.25,m2,1,8.7,ha,,Figure3; http://www.meas.org.uk/media/3513/Local-Sites-Annual-Monitoring-Report-2010.pdf,,,,,,
2008_Hartley 1,NPF,Liverpool,53.4,-2.99,Unsure/Not Clear,Earthworms,Species,,,,,56.732,0.25,m2,1,,,,Figure3,,,,,,
2008_Hartley 1,MB,Liverpool,53.4,-2.99,amenity grass/turf,Earthworms,Species,,,,,37.124,0.25,m2,1,,,,Figure3,,,,,,
2008_Hartley 1,CG,Liverpool,53.4,-2.99,amenity grass/turf,Earthworms,Species,,,,,26.405,0.25,m2,1,,,,Figure3,,,,,,
2008_Hartley 1,EF,Liverpool,53.4,-2.99,broadleaved woodland,Earthworms,Species,,,,,1.046,0.25,m2,1,,,,Figure3,,,,,,
2008_Hartley 1,NCC,Liverpool,53.4,-2.99,Unsure/Not Clear,Earthworms,Species,,,,,2.876,0.25,m2,1,,,,Figure3,,,,,,
2008_Hartley 1,SB,Liverpool,53.4,-2.99,Unsure/Not Clear,Earthworms,Species,,,,,28.758,0.25,m2,1,3.8,ha,,Figure3,,,,,,
2008_Hartley 1,SR,Liverpool,53.4,-2.99,broadleaved woodland,Earthworms,Species,,,,,16.732,0.25,m2,1,11.5,ha,,Figure3,,,,,,
2008_Hartley 1,L,Liverpool,53.4,-2.99,amenity grass/turf,Earthworms,Species,,,,,59.346,0.25,m2,1,,,,Figure3,,,,,,
2008_Hartley 1,LI,Liverpool,53.4,-2.99,amenity grass/turf,Earthworms,Species,,,,,2.092,0.25,m2,1,,,,Figure3,,,,,,
2008_Hartley 2,CF,Liverpool,53.4,-2.99,acid grassland (heath),staphylinidae,Species,,,,,9.315,,,1,8.7,ha,,Figure10,,,,,,
2008_Hartley 2,NPF,Liverpool,53.4,-2.99,Unsure/Not Clear,staphylinidae,Species,,,,,2.653,,,1,,,,Figure10,,,,,,
2008_Hartley 2,MB,Liverpool,53.4,-2.99,amenity grass/turf,staphylinidae,Species,,,,,3.331,,,1,,,,Figure10,,,,,,
2008_Hartley 2,CG,Liverpool,53.4,-2.99,amenity grass/turf,staphylinidae,Species,,,,,4.065,,,1,,,,Figure10,,,,,,
2008_Hartley 2,EF,Liverpool,53.4,-2.99,broadleaved woodland,staphylinidae,Species,,,,,4.347,,,1,,,,Figure10,,,,,,
2008_Hartley 2,NCC,Liverpool,53.4,-2.99,Unsure/Not Clear,staphylinidae,Species,,,,,2.992,,,1,,,,Figure10,,,,,,
2008_Hartley 2,SB,Liverpool,53.4,-2.99,Unsure/Not Clear,staphylinidae,Species,,,,,3.669,,,1,3.8,ha,,Figure10,,,,,,
2008_Hartley 2,SR,Liverpool,53.4,-2.99,broadleaved woodland,staphylinidae,Species,,,,,6.04,,,1,11.5,ha,,Figure10,,,,,,
2008_Hartley 2,L,Liverpool,53.4,-2.99,amenity grass/turf,staphylinidae,Species,,,,,4.968,,,1,,,,Figure10,,,,,,
2008_Hartley 2,LI,Liverpool,53.4,-2.99,amenity grass/turf,staphylinidae,Species,,,,,6.718,,,1,,,,Figure10,,,,,,
2006_Kadas 1,Fc4,London,51.5,-0.12,green roof,Inverts,Species,,,,,5749,800,m2,10,800,m2,9,Figure3,,,,,,
2006_Kadas 1,Retail,London,51.5,-0.12,green roof,Inverts,Species,,,,,11035,300,m2,10,300,m2,6,Figure3,,,,,,
2006_Kadas 1,Waitrose,London,51.5,-0.12,green roof,Inverts,Species,,,,,7408,600,m2,10,600,m2,5,Figure3,,,,,,
2006_Kadas 1,Creek Roof,London,51.5,-0.12,hard standing,Inverts,Species,,,,,2315,80,m2,10,80,m2,3,Figure3-Hardstanding in this case is brown roof,,,,,,
2006_Kadas 1,Laban Rook,London,51.5,-0.12,hard standing,Inverts,Species,,,,,2817,200,m2,10,200,m2,3,Figure3-Hardstanding in this case is brown roof,,,,,,
2006_Kadas 1,Creek Ground,London,51.5,-0.12,hard standing,Inverts,Species,,,,,3588,2000,m2,10,,,3,Figure3-Hardstanding in this case is brown roof,,,,,,
2006_Kadas 1,Wood Wharf,London,51.5,-0.12,hard standing,Inverts,Species,,,,,6251,5000,m2,10,,,,Figure3-Hardstanding in this case is brownfield site,,,,,,
2006_Kadas 1,Sentinal,London,51.5,-0.12,hard standing,Inverts,Species,,,,,4939,150,m2,10,,,4,Figure3-Hardstanding in this case is brownfield site,,,,,,
2006_Kadas 1,BR,London,51.5,-0.12,hard standing,Inverts,Species,,,,,3434,100,m2,10,,,5,Figure3-Hardstanding in this case is brownfield site,,,,,,
2007_Sutton 1,Dam Wood Rho.,Liverpool,53d27m06sN,2d54m16sW,introduced shrubs,Testate amoebae,Species,,,,,53,,,5,,,,Table1,,,,,,
2007_Sutton 1,Dam Wood Non Rho.,Liverpool,53d27m06sN,2d54m16sW,broadleaved woodland,Testate amoebae,Species,,,,,94,,,5,,,,Table1,,,,,,
2007_Sutton 1,Childwall Wood Rho.,Liverpool,53d23m32sN,2d52m58sW,introduced shrubs,Testate amoebae,Species,,,,,49,,,5,,,,Table1,,,,,,
2007_Sutton 1,Childwall Wood Non Rho.,Liverpool,53d23m32sN,2d52m58sW,broadleaved woodland,Testate amoebae,Species,,,,,101,,,5,,,,Table1,,,,,,
2007_Sutton 1,Mull Wood Rho.,Liverpool,53d26m47sN,2d53m08sW,introduced shrubs,Testate amoebae,Species,,,,,85,,,5,,,,Table1,,,,,,
2007_Sutton 1,Mull Wood Non Rho.,Liverpool,53d26m47sN,2d53m08sW,broadleaved woodland,Testate amoebae,Species,,,,,83,,,5,,,,Table1,,,,,,
2007_Sutton 1,Otterspool Park Rho.,Liverpool,53d22m10sN,2d56m00sW,introduced shrubs,Testate amoebae,Species,,,,,52,,,5,,,,Table1,,,,,,
2007_Sutton 1,Otterspool Park Non Rho.,Liverpool,53d22m10sN,2d56m00sW,broadleaved woodland,Testate amoebae,Species,,,,,55,,,5,,,,Table1,,,,,,
2007_Sutton 1,Stockton's Wood Rho.,Liverpool,53d20m16sN,2d52m05sW,introduced shrubs,Testate amoebae,Species,,,,,66,,,5,,,,Table1,,,,,,
2007_Sutton 1,Stockton's Wood Non Rho.,Liverpool,53d20m16sN,2d52m05sW,broadleaved woodland,Testate amoebae,Species,,,,,71,,,5,,,,Table1,,,,,,
2007_Sutton 1,Craven Wood Rho.,Liverpool,53d27m17sN,2d53m16sW,introduced shrubs,Testate amoebae,Species,,,,,79,,,5,,,,Table1,,,,,,
2007_Sutton 1,Craven Wood Non Rho.,Liverpool,53d27m17sN,2d53m16sW,broadleaved woodland,Testate amoebae,Species,,,,,90,,,5,,,,Table1,,,,,,
2005_Leather 1,1a,Bracknell,51.41,-0.75,amenity grass/turf,Carabid beetles,Species,3,,,,11,,,2,452,m2,,Table1&2,,,,,,
2005_Leather 1,1,Bracknell,51.41,-0.75,amenity grass/turf,Carabid beetles,Species,10,,,,40,,,5,2376,m2,,Table1&2,,,,,,
2005_Leather 1,2,Bracknell,51.41,-0.75,amenity grass/turf,Carabid beetles,Species,7,,,,24,,,3,5026,m2,,Table1&2,,,,,,
2005_Leather 1,3,Bracknell,51.41,-0.75,amenity grass/turf,Carabid beetles,Species,17,,,,100,,,6,8171,m2,,Table1&2,,,,,,
2005_Leather 1,4,Bracknell,51.41,-0.75,amenity grass/turf,Carabid beetles,Species,7,,,,75,,,3,4301,m2,,Table1&2,,,,,,
2005_Leather 1,5,Bracknell,51.41,-0.75,amenity grass/turf,Carabid beetles,Species,6,,,,12,,,3,509,m2,,Table1&2,,,,,,
2005_Leather 1,6,Bracknell,51.41,-0.75,amenity grass/turf,Carabid beetles,Species,7,,,,25,,,3,2827,m2,,Table1&2,,,,,,
2005_Leather 1,6b,Bracknell,51.41,-0.75,amenity grass/turf,Carabid beetles,Species,5,,,,25,,,3,2827,m2,,Table1&2,,,,,,
2005_Leather 1,7,Bracknell,51.41,-0.75,amenity grass/turf,Carabid beetles,Species,7,,,,19,,,3,4273,m2,,Table1&2,,,,,,
2005_Leather 1,9,Bracknell,51.41,-0.75,amenity grass/turf,Carabid beetles,Species,11,,,,91,,,3,6648,m2,,Table1&2,,,,,,
2005_Leather 1,11,Bracknell,51.41,-0.75,amenity grass/turf,Carabid beetles,Species,2,,,,8,,,3,2376,m2,,Table1&2,,,,,,
2005_Leather 1,13,Bracknell,51.41,-0.75,amenity grass/turf,Carabid beetles,Species,4,,,,26,,,2,2043,m2,,Table1&2,,,,,,
2005_Leather 1,14,Bracknell,51.41,-0.75,amenity grass/turf,Carabid beetles,Species,8,,,,22,,,4,7088,m2,,Table1&2,,,,,,
